acc,loss,val_acc,val_loss,epoch
0.4760914761121291,0.995579043611089,0.453416149068323,0.6953096278705952,0
0.534996535017188,0.7757521009825206,0.453416149068323,0.695678450676225,1
0.568953568953569,0.7069519826999078,0.453416149068323,0.6940267445137782,2
0.5848925848925849,0.6959750974707032,0.453416149068323,0.6931711605616978,3
0.6243936244142774,0.6417951757347757,0.4782608695652174,0.6906152456443503,4
0.6292446292446292,0.6523789574475397,0.6459627329192547,0.687381975399041,5
0.6396396396809457,0.6277520649976723,0.6335403726708074,0.6834346840840689,6
0.665973665973666,0.6137613310057177,0.6521739130434783,0.6775672383930372,7
0.6632016632016632,0.6181397341186605,0.6459627329192547,0.6688303791958353,8
0.6583506583919644,0.5967902355283313,0.6521739130434783,0.6645823254348329,9
0.6673596673596673,0.5980339269215087,0.639751552795031,0.6603305502707913,10
0.665973665994319,0.5927841218907388,0.639751552795031,0.6565412264432966,11
0.674982675023981,0.5880924559102154,0.6583850931677019,0.6510569978945003,12
0.6812196812609873,0.591034649893879,0.6770186335403726,0.6494729718806581,13
0.6694386694593225,0.5896361067488387,0.6770186335403726,0.6424954337362917,14
0.6791406791406791,0.5907667104518834,0.6832298136645962,0.6425913453842542,15
0.683991684012337,0.5766752675764278,0.6770186335403726,0.6281977351407827,16
0.7027027027440088,0.5729417928125986,0.6708074534161491,0.6163564872297441,17
0.693000693021346,0.5682538933251685,0.6770186335403726,0.6020309130967774,18
0.699930699972006,0.5697694698391238,0.6770186335403726,0.602352865179133,19
0.7040887041093571,0.5598972676449655,0.6894409937888198,0.6210725574019533,20
0.7137907137907138,0.5559197842496514,0.6832298136645962,0.6449968518677706,21
0.6971586972000032,0.5642120357362743,0.6894409937888198,0.6213896178310703,22
0.7117117117323647,0.5538919704784888,0.7018633540372671,0.6156200385241775,23
0.7061677061883592,0.5551806687895655,0.6956521739130435,0.6250890423052059,24
0.7103257103463634,0.5527472993357679,0.6832298136645962,0.6319404592425186,25
0.7297297297503827,0.5399504684361004,0.6956521739130435,0.6123224841141552,26
0.7207207207620268,0.5330501308229675,0.6770186335403726,0.6439833093133772,27
0.726957726999033,0.533022025890509,0.7018633540372671,0.6233322661115516,28
0.7255717255923786,0.5240267792759219,0.7018633540372671,0.621393723147256,29
0.7241857241857241,0.5175259874169396,0.6956521739130435,0.6177265707010068,30
0.7366597367010427,0.5236010412044684,0.7080745341614907,0.6011904594690903,31
0.742896742938049,0.5032483446498919,0.7018633540372671,0.5905043145884639,32
0.7297297297710358,0.5127571432109682,0.6832298136645962,0.616756014201952,33
0.7401247401453932,0.500083726392549,0.6956521739130435,0.5970842134878502,34
0.7505197505610566,0.48989262138070616,0.7453416149068323,0.581103966102837,35
0.7477477477684008,0.488665374880108,0.7391304347826086,0.5750983300046151,36
0.7477477477684008,0.4814360728713265,0.7329192546583851,0.5772762665097018,37
0.7394317394730455,0.4934798865704923,0.7267080745341615,0.5717970580788132,38
0.7664587664794195,0.4721751355579638,0.7329192546583851,0.5635702197225938,39
0.7442827443033974,0.5055237203857094,0.7329192546583851,0.5757022407484351,40
0.7616077616284146,0.4829086058683389,0.6894409937888198,0.6006961768458349,41
0.7567567567567568,0.4758339044912276,0.7329192546583851,0.5667593260729535,42
0.7685377685584216,0.46962077935288865,0.7391304347826086,0.5554598125611773,43
0.7692307692514223,0.4625178727935109,0.7204968944099379,0.5709869098959502,44
0.7525987526194057,0.47175557866992013,0.7515527950310559,0.5428923305517398,45
0.7484407484407485,0.4701917780226333,0.7453416149068323,0.5166603448968496,46
0.7768537768744299,0.45380865717958596,0.7515527950310559,0.5189715013000535,47
